Transporter	Inhibitor	Ki	IC50	CellSystem	Substrate	Reference
SLCO2B1	oxybutynin		27.79	HEK293-OATP2B1	dibromofluorescein	31834804
SLCO2B1	desogestrel		30.3	HEK293-OATP2B1	dibromofluorescein	31834804
SLCO2B1	flutamide		32.4	HEK293-OATP2B1	dibromofluorescein	31834804
SLCO2B1	piroxicam		35.42	HEK293-OATP2B1	dibromofluorescein	31834804
SLCO2B1	vilazodone_hydrochloride		47.1	HEK293-OATP2B1	dibromofluorescein	31834804
SLCO1B3	boceprevir		4.9	MDCKII-OATP1B3	bromsulphthalein_(bsp)	23293300
SLCO1B3	atazanavir	0.37	0.4	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	cyclosporine	1.2	1.3	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	erlotinib	41	44	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	indometacin	8	41	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	pravastatin	57	62	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	rifampicin	1.4	1.5	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	ritonavir	4	4.4	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	sulfasalazine	11	12	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	vincristine	9.8	11	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	doxorubicin	38	41	HEK293-OATP1B3	estradiol-17beta-glucuronide	22541068
SLCO1B3	clarithromycin		32	HEK293-OATP1B3	bromsulphthalein_(bsp)	17296622
SLCO1B3	erythromycin		34	HEK293-OATP1B3	bromsulphthalein_(bsp)	17296622
SLCO1B3	roxithromycin		37	HEK293-OATP1B3	bromsulphthalein_(bsp)	17296622
SLCO1B3	telithromycin		11	HEK293-OATP1B3	bromsulphthalein_(bsp)	17296622
SLCO1B3	saquinavir		0.47	HEK-OATP1B3	estradiol-17beta-glucuronide	23886114
SLCO1B3	amprenavir		38	HEK-OATP1B3	estradiol-17beta-glucuronide	23886114
SLCO1B3	indinavir		16	HEK-OATP1B3	estradiol-17beta-glucuronide	23886114
SLCO1B3	fexofenadine		83.3	HEK293-OATP1B3	cck-8	16014768
SLCO1B3	glibenclamide	8.1	9.8	HEK293-OATP1B3	bromsulphthalein_(bsp)	23121773
SLCO1B3	glimepiride		40.9	HEK293-OATP1B3	bromsulphthalein_(bsp)	23121773
SLCO1B3	dabrafenib		4.7	HEK-MSRII-OATP1B3	estradiol-17beta-glucuronide	28320730
SLCO1B3	carfilzomib		0.9	CHO-OATP1B3	fmtx	2646988
SLCO1B3	dronedarone_hydrochlorid		1.12	CHO-OATP1B3	fmtx	2646988
SLCO1B3	fosinopril_sodium		5.19	CHO-OATP1B3	fmtx	2646988
SLCO1B3	gliquidone		1.17	CHO-OATP1B3	fmtx	2646988
SLCO1B3	lapayonib		33.78	CHO-OATP1B3	fmtx	2646988
SLCO1B3	rapamycin		0.4	CHO-OATP1B3	fmtx	2646988
SLCO1B3	trametinib		30.82	CHO-OATP1B3	fmtx	2646988
SLCO1B3	zafirlukast		4.96	CHO-OATP1B3	fmtx	2646988
SLCO1B3	dasatinib		5.76	HEK293-OATP1B3	estradiol-17beta-glucuronide	28373111
SLCO1B3	rilpivirine		6.1	HEK293-OATP1B3	8-fluorescein-camp	23428312
SLCO1B3	sacubitril		3.81	HEK293-OATP1B3	estradiol-17beta-glucuronide	27321165
SLCO1B3	simeprevir		0.22	HEK293-OATP1B3	cck-8	24867984
SLCO1B3	asunaprevir		0.65	HEK293-OATP1B3	cck-8	24867984
SLCO1B3	daclatasvir		3.27	HEK293-OATP1B3	cck-8	24867984
SLCO1B3	sofosbuvir		61.9	HEK293-OATP1B3	cck-8	24867984
SLCO1B3	telaprevir		9.69	HEK293-OATP1B3	cck-8	24867984
SLCO1B3	darolutamide		39.3	HEK293-OATP1B3	atorvastatin	31571146
SLCO1B3	dovtinib		105.2	HEK293-OATP1B3	8-fluorescein-camp	25521244
SLCO1B3	everolimus		3.7	HEK293-OATP1B3	mycophenolic_acid_7-o-glucuronide	31047942
SLCO1B3	sirolimus		1.3	HEK293-OATP1B3	mycophenolic_acid_7-o-glucuronide	31047942
SLCO1B3	mevinolin		92.6	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	carbamazepine		510	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	tolbutamide		10	MDCKII-OATP1B3	cck-8	24150606
SLCO1B3	nateglinide		45.6	MDCKII-OATP1B3	cck-8	24150606
SLCO1B1	simeprevir		0.72	CHO-OATP1B1	estradiol-17beta-glucuronide	NA7
SLCO1B1	cyclosporine	0.238		MDCK II-OAT1B1	cerivastatin	12538813
SLCO1B1	atorvastatin_(lactone)		2.6	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	atorvastatin_(acid)		0.87	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	lovastatin_(acid)		4	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	lovastatin_(lactone)		28	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	pravastatin_(acid)		>100	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	rifamycin_sv		0.23	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	simvastatin_(acid)		3.6	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	simvastatin_(lactone)		9.7	HEK-OATP1B1	estradiol-17beta-glucuronide	15616150
SLCO1B1	azithromycin		>250 	HEK-OATP1B1	bromsulphthalein_(bsp)	17296622
SLCO1B1	clarithromycin		96	HEK-OATP1B1	bromsulphthalein_(bsp)	17296622
SLCO1B1	erythromycin		217	HEK-OATP1B1	bromsulphthalein_(bsp)	17296622
SLCO1B1	roxithromycin		153	HEK-OATP1B1	bromsulphthalein_(bsp)	17296622
SLCO1B1	telithromycin		121	HEK-OATP1B1	bromsulphthalein_(bsp)	17296622
SLCO1B1	gadoxetic_acid		600	HEK-OATP1B1	bromsulphthalein_(bsp)	20406852
SLCO1B1	rifampicin		11.9	HEK-OATP1B1	bromsulphthalein_(bsp)	20406852
SLCO1B1	ceftriaxone		470	HEK-OATP1B1	lithocholyl-(ne-nbd)-lysine	21372390
SLCO1B1	clarithromycin		75	HEK-OATP1B1	lithocholyl-(ne-nbd)-lysine	21372390
SLCO1B1	rifampicin		8.8	HEK-OATP1B1	lithocholyl-(ne-nbd)-lysine	21372390
SLCO1B1	amprenavir	9.52	16.8	HEK-OATP1B1	atorvastatin	21861202
SLCO1B1	atazanavir	0.91	1.61	HEK-OATP1B1	atorvastatin	21861202
SLCO1B1	cyclosporine	0.82	1.88	HEK-OATP1B1	atorvastatin	21861202
SLCO1B1	gemfibrozil	68.05	156.2	HEK-OATP1B1	atorvastatin	21861202
SLCO1B1	lopinavir	0.32	0.74	HEK-OATP1B1	atorvastatin	21861202
SLCO1B1	atazanavir	1.3	1.4	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	cyclosporine	1.3	1.4	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	doxorubicin	150	160	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	erlotinib	21	21	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	indomethacin	11	12	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	pravastatin	3.4	3.6	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	rifampicin	1.1	1.2	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	ritonavir	1.3	1.3	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	sulfasalazine	0.53	0.56	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	vincristine	42	44	HEK-OATP1B1	estradiol-17beta-glucuronide	22541068
SLCO1B1	glimepiride		3.55	HEK-OATP1B1	estradiol-17beta-glucuronide	23248200
SLCO1B1	glimepiride		3.62	HEK-OATP1B1	rosuvastatin	23248200
SLCO1B1	glipizide		45.3	HEK-OATP1B1	estradiol-17beta-glucuronide	23248200
SLCO1B1	glipizide		110	HEK-OATP1B1	rosuvastatin	23248200
SLCO1B1	glyburide		2.99	HEK-OATP1B1	estradiol-17beta-glucuronide	23248200
SLCO1B1	glyburide		1.77	HEK-OATP1B1	rosuvastatin	23248200
SLCO1B1	pioglitazone		5.09	HEK-OATP1B1	estradiol-17beta-glucuronide	23248200
SLCO1B1	pioglitazone		32.2	HEK-OATP1B1	rosuvastatin	23248200
SLCO1B1	tolbutamide		368	HEK-OATP1B1	rosuvastatin	23248200
SLCO1B1	rilpivirine		4.1	HEK-OATP1B1	8-fluorescein-camp	23428312
SLCO1B1	amlodipine		35.5	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	amlodipine		39.6	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	clopidogrel		3.95	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	clopidogrel		>100	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	glyburide		0.26	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	glyburide		1.4	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	levothyroxine		0.88	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	levothyroxine		2.04	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	montelukast		2.04	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	montelukast		1.4	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	pioglitazone		39.6	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	pioglitazone		6.8	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	rifampicin		5.65	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	rifampicin		0.88	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	rosiglitazone		43.4	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	rosiglitazone		4.27	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	verapamil		>100	HEK-OATP1B1	cerivastatin	23652407
SLCO1B1	verapamil		75.7	HEK-OATP1B1	estrone_3-sulfate	23652407
SLCO1B1	sorafenib		0.0696	T-Rex293-OATP1B1	docetaxel	24398510
SLCO1B1	eltrombopag		0.09	HEK-OATP1B1	rosuvastatin	24440960
SLCO1B1	digitoxin		14.2	HEK-OATP1B1	estradiol-17beta-glucuronide	24754247
SLCO1B1	digoxin		63	HEK-OATP1B1	estradiol-17beta-glucuronide	24754247
SLCO1B1	octreotide		24.1	CHO-OATP1B1	estradiol-17beta-glucuronide	26330539
SLCO1B1	clarithromycin		5.3	HEK-OATP1B1	estradiol-17beta-glucuronide	26668209
SLCO1B1	ketoconazole		1.8	HEK-OATP1B1	estradiol-17beta-glucuronide	26668209
SLCO1B1	ritonavir		0.68	HEK-OATP1B1	estradiol-17beta-glucuronide	26668209
SLCO1B1	cyclosporine	0.116		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	erythromycin	5.27		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	estrone_3-sulfate	0.0449		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	gemfibrozil	18.1		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	ketoconazole	11.5		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	probenecid	39.8		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	rifampicin	0.355		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	ritonavir	0.32		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	tacrolimus	0.533		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	verapamil	15.3		HEK-OATP1B1	dichlorofluorescein	26696140
SLCO1B1	venetoclax		47.8	HEK-OATP1B1	8-fluorescein-camp	26927160
SLCO1B1	lesinurad		9.3	MDCK II-OAT1B1	bromsulphthalein_(bsp)	26951201
SLCO1B1	4-aminosalicylic_acid		72.6	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	amoxicillin		36.2	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	ethambutol		57.6	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	linezolid		65.9	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	rifabutin		35.4	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	rifampicin		1.9	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	rifapentine		26.7	HEK-OATP1B1	estrone_3-sulfate	26976869
SLCO1B1	sacubitril		1.91	HEK-OATP1B1	estradiol-17beta-glucuronide	27321165
SLCO1B1	fusidic_acid		3.9	HEK-OATP1B1	rosuvastatin	27458210
SLCO1B1	olaparib		20.3	HEK-OATP1B1	estradiol-17beta-glucuronide	27684210
SLCO1B1	olaparib		27.1	HEK-OATP1B1	pravastatin	27684210
SLCO1B1	dabrafenib		1.4	CHO-OATP1B1	estradiol-17beta-glucuronide	28320730
SLCO1B1	dasatinib		2.33	HEK-OATP1B1	estradiol-17beta-glucuronide	28373111
SLCO1B1	rifampicin		0.24	HEK-OATP1B1	estradiol-17beta-glucuronide	28373111
SLCO1B1	cyclosporine	2.32		HEK-OATP1B1	cilostazol	28535976
SLCO1B1	rifampicin	6.75		HEK-OATP1B1	cilostazol	28535976
SLCO1B1	telmisartan	4.88		HEK-OATP1B1	cilostazol	28535976
SLCO1B1	irbesartan		4.65	HEK-OATP1B1	estrone_3-sulfate	29748863
SLCO1B1	valsartan		14.98	HEK-OATP1B1	estrone_3-sulfate	29748863
SLCO1B1	everolimus		0.23	HEK-OATP1B1	estradiol-17beta-glucuronide	31047942
SLCO1B1	everolimus		0.16	HEK-OATP1B1	estrone_3-sulfate	31047942
SLCO1B1	everolimus		0.19	HEK-OATP1B1	rosuvastatin	31047942
SLCO1B1	sirolimus		0.22	HEK-OATP1B1	estradiol-17beta-glucuronide	31047942
SLCO1B1	sirolimus		0.65	HEK-OATP1B1	estrone_3-sulfate	31047942
SLCO1B1	sirolimus		0.32	HEK-OATP1B1	rosuvastatin	31047942
SLCO1B1	darolutamide		3.8	HEK-OATP1B1	pravastatin	31571146
SLCO1B1	cerivastatin		1.7	HEK-OATP1B1	estradiol-17beta-glucuronide	17901929
SLCO1B1	cyclosporine		0.05	HEK-OATP1B1	estradiol-17beta-glucuronide	17901929
SLCO1B1	gemfibrozil		7.4	HEK-OATP1B1	estradiol-17beta-glucuronide	17901929
SLCO1B1	repaglinide		0.32	HEK-OATP1B1	estradiol-17beta-glucuronide	17901929
SLCO1B1	sirolimus		6.49	HEK-OATP1B1	bromsulphthalein_(bsp)	20220747
SLCO1B1	beclomethasone		6.7	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	bromocriptine		0.7	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	estrone_3-sulfate		0.06	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	etomidate		>100	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	metronidazole		>100	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	moricizine		8.1	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	progesterone		5.4	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	ramipril		4	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	repaglinide		1.1	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	rifampicin		1.3	CHO-OATP1B1	fluorescein-methotrexate	20448812
SLCO1B1	nisoldipine	7.4		HEK-OATP1B1	estradiol-17beta-glucuronide	22534868
SLCO1B1	sulfinpyrazone	32		HEK-OATP1B1	estradiol-17beta-glucuronide	22534868
SLCO1B1	tipranavir	1.1		HEK-OATP1B1	estradiol-17beta-glucuronide	22534868
SLCO1B1	trimethoprim	>100		HEK-OATP1B1	estradiol-17beta-glucuronide	22534868
SLCO1B1	ursodeoxycholic_acid	10		HEK-OATP1B1	estradiol-17beta-glucuronide	22534868
SLCO1B1	nilotinib		2.78	CHO-OATP1B1	estrone_3-sulfate	24807167
SLCO1B1	pazopanib		3.89	CHO-OATP1B1	estrone_3-sulfate	24807167
SLCO1B1	rifampicin		10.46	CHO-OATP1B1	estrone_3-sulfate	24807167
SLC22A8	valsartan		0.36	HEK293-OAT3	bestatin	24338900
SLC22A8	telmisartan		1.38	HEK293-OAT3	bestatin	24338900
SLC22A8	irbesartan		0.41	HEK293-OAT3	bestatin	24338900
SLC22A8	eprosartan		3.8	HEK293-OAT3	bestatin	24338900
SLC22A8	loxoprofen		34.2	HEK-OAT3	pemetrexed	24042472
SLC22A8	ibuprofen		27.9	HEK-OAT3	pemetrexed	24042472
SLC22A8	pravastatin		76.3	HEK-OAT3	pemetrexed	24042472
SLC22A8	cefazolin		650	HEK-OAT3	pemetrexed	24042472
SLC22A8	nateglinide		0.86	COS-7-OAT3	6-cf	22973893
SLC22A8	oxaprozin		0.87	COS-7-OAT3	6-cf	22973893
SLC22A8	nitazoxanide		0.154	COS-7-OAT3	6-cf	22973893
SLC22A8	valsartan		0.25	COS-7-OAT3	6-cf	22973893
SLC22A8	ethacrynic_acid		0.662	COS-7-OAT3	6-cf	22973893
SLC22A8	diflunisal		0.72	COS-7-OAT3	6-cf	22973893
SLC22A8	mefenamic_acid		1.75	COS-7-OAT3	6-cf	22973893
SLC22A8	dotinurad		1.32	HEK293-OAT3	urate	31371478
SLC22A8	benzbromarone		0.967	HEK293-OAT3	urate	31371478
SLC22A8	lesinurad		1.07	HEK293-OAT3	urate	31371478
SLC22A8	leflunomide		4.1	HEK293-OAT3	6-cf	31341258
SLC22A8	teriflunomide		0.87	HEK293-OAT3	6-cf	31341258
SLC22A8	probenecid		1.9	MDCKII-OAT3	relebactam	30891606
SLC22A8	cefazolin		99	MDCKII-OAT3	relebactam	30891606
SLC22A8	piperacillin		108	MDCKII-OAT3	relebactam	30891606
SLC22A8	linezolid		53	MDCKII-OAT3	relebactam	30891606
SLC22A8	selexipag		1.7	HEK293-OAT3	furosemide	28737453
SLC22A8	dantrolene		0.3	HEK293-OAT3	estrone_3-sulfate	28630284
SLC22A8	glafenine		5.31	HEK293-OAT3	estrone_3-sulfate	28630284
SLC22A8	nalidixic_acid		24.87	HEK293-OAT3	estrone_3-sulfate	28630284
SLC22A8	prazosin		29.84	HEK293-OAT3	estrone_3-sulfate	28630284
SLC22A8	dabrafenib		3.4	S2-OAT3	6-cf	28320730
SLC22A8	sacubitril		0.795	HEK293-OAT3	estrone_3-sulfate	28281384
SLC22A8	valsartan		1.11	HEK293-OAT3	estrone_3-sulfate	28281384
SLC22A8	epacadostat		21	HEK293-Flp-In-OAT3	estrone_3-sulfate	28283500
SLC22A8	probenecid		24.6	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	indomethacin		2.18	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	ibuprofen		1.98	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	diclofenac		2	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	naproxen		4.6	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	omeprazole		5.1	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	lansoprazole		2.18	HEK293-OAT3	para-aminosalicylic_acid	28223391
SLC22A8	olaparib		18.4	HEK293-OAT3	furosemide	27684210
SLC22A8	probenecid		4.41	HEK-PEAK-OAT3	baricitinib	28749581
SLC22A8	ibuprofen		4.46	HEK-PEAK-OAT3	baricitinib	28749581
SLC22A8	diclofenac		3.7	HEK-PEAK-OAT3	baricitinib	28749581
SLC22A8	methotrexate		92.2	HEK-PEAK-OAT3	baricitinib	28749581
SLC22A8	linezolid		21.9	HEK293-OAT3	estrone_3-sulfate	27550354
SLC22A8	para-aminosalicylic_acid		24.6	HEK293-OAT3	estrone_3-sulfate	27550354
SLC22A8	rifampin		30.2	HEK293-OAT3	estrone_3-sulfate	27550354
SLC22A8	rifabutin		54	HEK293-OAT3	estrone_3-sulfate	27550354
SLC22A8	rifapentine		52.9	HEK293-OAT3	estrone_3-sulfate	27550354
SLC22A8	ketoconazole		0.86	HEK293-OAT3	estrone_3-sulfate	26668209
SLC22A8	cabotegravir		0.41	S2-OAT3	estrone_3-sulfate	26340566
SLC22A8	chlorambucil		9.5	HEK293-OAT3	estrone_3-sulfate	25477469
SLC22A8	bendamustin		0.8	HEK293-OAT3	estrone_3-sulfate	25477469
SLC22A8	nilotinib		0.41	HEK293-OAT3	estrone_3-sulfate	25165131
SLC22A8	aspirin	15	17	HEK293-OAT3	cilostazol	24692216
SLC22A8	benzylpenicillin	126	137	HEK293-OAT3	cilostazol	24692216
SLC22A8	raltegravir		18.8	MDCKII-OAT3	estrone_3-sulfate	24295974
SLC22A8	mycophenolic_acid		4.3	HEK293-OAT3	methotrexate	24036158
SLC22A8	ketoconazole		15.77	HEK293-OAT3	rivaroxaban	31506301
SLC22A8	probenecid		12.5	HEK293-OAT3	isoniazid	30012768
SLC22A8	ibuprofen		6.1	HEK293-OAT3	isoniazid	30012768
SLC22A8	probenecid		14.4	HEK293-OAT3	amoxicillin	30012768
SLC22A8	darolutamide		4.5	HEK293-OAT3	furosemide	31571146
SLC22A8	nitrofurantoin	5.86	6.23	HEK293-OAT3	estrone_3-sulfate	29307856
SLC22A8	sulfadiazine	3.98	6.65	HEK293-OAT3	estrone_3-sulfate	29307856
SLC22A8	metronidazole	6.48	6.51	HEK293-OAT3	estrone_3-sulfate	29307856
SLC22A8	esomeprazole		1.2	HEK293-OAT3	methotrexate	28801980
SLC22A8	lansoprazole		0.4	HEK293-OAT3	methotrexate	28801980
SLC22A8	omeprazole		5.5	HEK293-OAT3	methotrexate	28801980
SLC22A8	rabeprazole		4.8	HEK293-OAT3	methotrexate	28801980
SLC22A8	apixaban		289	HEK293-OAT3	estrone_3-sulfate	28456731
SLC22A8	rivaroxaban		8.2	HEK293-OAT3	estrone_3-sulfate	28456731
SLC22A8	ketoconazole		64	HEK293-OAT3	estrone_3-sulfate	28456731
SLC22A8	hydrochlorothiazide		213	HEK293-OAT3	estrone_3-sulfate	31322418
SLC22A8	probenecid		5.8	HEK293-OAT3	hydrochlorothiazide	31322418
SLC22A8	valsartan		2.3	HEK293-OAT3	hydrochlorothiazide	31322418
SLC22A6	valsartan		1.97	HEK293-OAT1	bestatin	24338900
SLC22A6	telmisartan		0.44	HEK293-OAT1	bestatin	24338900
SLC22A6	irbesartan		0.039	HEK293-OAT1	bestatin	24338900
SLC22A6	eprosartan		0.13	HEK293-OAT1	bestatin	24338900
SLC22A6	oxaprozin		0.891	COS-7-OAT1	6-cf	22973893
SLC22A6	mefenamic_acid		1.085	COS-7-OAT1	6-cf	22973893
SLC22A6	ketorolac_tromethamine		0.653	COS-7-OAT1	6-cf	22973893
SLC22A6	dotinurad		4.08	HEK293-OAT1	urate	31371478
SLC22A6	benzbromarone		3.14	HEK293-OAT1	urate	31371478
SLC22A6	lesinurad		6.99	HEK293-OAT1	urate	31371478
SLC22A6	teriflunomide		3.39	HEK293-OAT1	6-cf	31341258
SLC22A6	selexipag		1.4	CHO-OAT1	pah	28737453
SLC22A6	dantrolene		1.89	HEK293-OAT1	pah	28630284
SLC22A6	nalidixic_acid		110.6	HEK293-OAT1	pah	28630284
SLC22A6	prazosin		4.89	HEK293-OAT1	pah	28630284
SLC22A6	dantrolene		78.3	HEK293-OAT1	glutarate	28630284
SLC22A6	glafenine		54.5	HEK293-OAT1	glutarate	28630284
SLC22A6	nalidixic_acid		10.8	HEK293-OAT1	glutarate	28630284
SLC22A6	dabrafenib		6.9	S2-OAT1	6-cf	28320730
SLC22A6	valsartan		14.8	HEK293-OAT1	cidofovir	28281384
SLC22A6	probenecid		16.3	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	indomethacin		1.91	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	ibuprofen		5.1	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	diclofenac		1.8	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	naproxen		4.13	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	omeprazole		1.76	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	lansoprazole		4.13	HEK293-OAT1	para-aminosalicylic_acid	28223391
SLC22A6	ciprofloxacin		35.1	HEK293-OAT1	pah	27550354
SLC22A6	linezolid		31.1	HEK293-OAT1	pah	27550354
SLC22A6	para-aminosalicylic_acid		37.6	HEK293-OAT1	pah	27550354
SLC22A6	rifampin		48.1	HEK293-OAT1	pah	27550354
SLC22A6	rifabutin		55.1	HEK293-OAT1	pah	27550354
SLC22A6	rifapentine		61.8	HEK293-OAT1	pah	27550354
SLC22A6	ketoconazole		5.7	HEK293-OAT1	pah	26668209
SLC22A6	cabotegravir		0.81	S2-OAT1	pah	26340566
SLC22A6	chlorambucil		44.3	HEK293-OAT1	pah	25477469
SLC22A6	raltegravir		108	MDCKII-OAT1	cidofovir	24295974
SLC22A6	tenofovir		29.3	HeLa-OAT1	pah	23856525
SLC22A6	adefovir		8.1	HeLa-OAT1	pah	23856525
SLC22A6	hydrochlorothiazide		126	HEK293-OAT1	pah	31322418
SLC22A6	probenecid		7.1	HEK293-OAT1	hydrochlorothiazide	31322418
SLC22A6	valsartan		9	HEK293-OAT1	hydrochlorothiazide	31322418
SLC47A2	agmatine		60.8	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	amantadine		89	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	amiloride		3.06	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	atropine		52	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	clonidine		54	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	famotidine		6.28	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	guanfacine		218	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	imiquimod		19.1	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	ketoconazole		9.33	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	metformin		89.3	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	midodrine		87.1	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	1-methyl-4-phenylpyridinium_(mpp)		3.3	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	naloxone		43.2	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	nialamide		236	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	nicotine		134	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	phentolamine		5.3	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	procainamide		19.1	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
SLC47A2	proguanil		1.39	CHO-MATE2K	1-methyl-4-phenylpyridinium_(mpp)	22419765
