Transporter	Inhibitor	IC50 (uM)	KI (uM)	Substrate used	Cell system	References	OtherLink	
ABCB1	Fluphenazine	10.4		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Sid170465705	9.6		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	N-Norgallopamil	8.6		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Carvedilol	6.6		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	6.5		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	3.9		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Terfenadine	2.7		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Csa	1.7		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Clofazimine	1		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Tetraphenylphosphonium	490		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Progesterone	96.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Forskolin	80.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Troleandomycin	68.3		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Taxol (Paclitaxel)	54		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Felodipine	26.3		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Dipyridamole	22.7		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	22.6		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Quinidine	18.8		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Vinblastine	17.7		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	9.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Trifluoperazine	7.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Fluphenazine	6.5		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Tamoxifen	6.4		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Ketoconazole	5.6		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Carvedilol	4.6		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	4.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	3.8		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	N-Norgallopamil	3.6		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	3.2		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Terfenadine	1.8		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Clofazimine	0.6		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	0.5		Daunorubicin	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	446.5		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	130.3		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	112.4		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	86.7		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	14.6		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Cyclosporine	2.4		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	2.1		Fluo-3-AM	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	159.3		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	115.6		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	50.2		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	42		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	7.1		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	6.1		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Cyclosporine	4.3		JC-1	NIH-3T3-G185 cells	11716514		
ABCB1	Tetraphenylphosphonium	426.6		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Forskolin	188.2		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Progesterone	88.1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Troleandomycin	78.2		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	74.4		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Taxol (Paclitaxel)	53.9		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Lovastatin	32.7		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Felodipine	32.3		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Simvastatin	26.1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Dipyridamole	23.7		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Ketoconazole	23.4		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Vinblastine	19.9		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Tamoxifen	12.1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	7.2		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Trifluoperazine	6.3		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Carvedilol	6		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Fluphenazine	5.7		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	5.6		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	N-Norgallopamil	4.9		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	4.7		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Terfenadine	2.5		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	2.4		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Itraconazole	2.4		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	2.1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Csa	1.8		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Clofazimine	1.1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Quinidine	1		LDS-751	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	207.1		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	184.9		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	38.2		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	23.8		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	11.7		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	5.3		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Cyclosporine	2.1		Tetramethylrosamine	NIH-3T3-G185 cells	11716514		
ABCB1	Lansoprazole	62.8		Digoxin	Caco-2 cells	11770010		
ABCB1	Pantoprazole	17.9		Digoxin	Caco-2 cells	11770010		
ABCB1	Cepharanthin	2.1		Daunorubicin	MDR1 expressing LLC-PK1 cells	7562598		
ABCB1	Amlodipine	22		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Nicardipine	17.5		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Benidipine	9.5		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Barnidipine	8.6		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Manidipine	4.6		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Efonidipine	17.3		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Efonidipine	20.6		Daunorubicin	MDR1 expressing LLC-PK1 cells	11145223		
ABCB1	Elacridar Hydrochloride		0.04	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Cyclosporine		0.35	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Quinidine		0.43	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Verapamil		0.88	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Vinblastine		15	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Reserpine		2.31	Digoxin	MDR1-expressing Caco-2 cells	12636153		
ABCB1	Norverapamil	0.3		Digoxin	Caco-2 cells	10773005		
ABCB1	Vinblastine		140	Digoxin	MDR1-expressing MDCK cells	12134945		
ABCB1	Daunorubicin		111	Digoxin	MDR1-expressing MDCK cells	12134945		
ABCB1	Vincristine		213	Digoxin	MDR1-expressing MDCK cells	12134945		
ABCB1	Etoposide		768	Digoxin	MDR1-expressing MDCK cells	12134945		
ABCB1	Bromocriptine		3.96	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Troleandomycin		483.3	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergotamine		1000	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Fluconazole		400	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergocryptine		360.5	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ketoconazole		24.9	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocryptine		6.43	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergotamine		98.9	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Cyclosporine		1.3	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Erythromycin		1000	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocristine		42.8	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ketoconazole		5.27	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Clotrimazole		44	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocornine		24.5	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Clotrimazole		29.92	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Fluconazole		1000	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Reserpine		0.97	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergonovine		100	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Cyclosporine		4.66	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Troleandomycin		87.64	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Reserpine		12.2	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Miconazole		26.36	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocornine		105.2	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocryptine		12.2	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergocristine		16	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergocristine		13.33	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergotamine		14.25	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergocryptine		19.82	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergotamine		119.94	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Erythromycin		37.79	Vinblastine	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Dihydroergocristine		511	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Miconazole		55.5	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Ergonovine		115.5	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Bromocriptine		2.81	calcein AM	MDR1-expressing LLC-PK1 cells	11961113		
ABCB1	Mibefradil	1.2		Digoxin	Caco-2 cells	11961113		
ABCB1	Amiodarone		5.78	calcein AM	MDR1-expressing LLC-PK1 cells	17045309		
ABCB1	Sirolimus	1.3		Rhodamine 123	Caco-2 cells	12235265		
ABCB1	Nifedipine	472		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Diltiazem	77.7		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Nitrendipine	68.2		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Nisoldipine	44.1		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Nilvadipine	18		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Efonidipine	13		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Barnidipine	12.6		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Benidipine	5		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Manidipine	4.7		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Nicardipine	4.5		Digoxin	MDR1 expressing LLC-PK1 cells	12128170		
ABCB1	Nefazodone	4.7		Rhodamine 123	NIH-3T3-G185 cells	11452702		
ABCB1	Cyclosporine	0.9		calcein AM	Doxorubicin-resistant A2780 adr cells	24184213		
ABCB1	Verapamil	1.7		Hoechst 33342	Hela cells		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3606266/	
ABCB1	Csa	0.9		calcein AM	MDR1 expressing A2780/ADR cells	25855895		
ABCB1	Reversan	6.8		calcein AM	KBV1 cells	26774038		
ABCB1	Tariquidar	0.2		calcein AM	KBV1 cells	26774038		
ABCB1	Cyclosporine	1.2		calcein AM	MDR1 expressing A2780/ADR cells	28841513		
SLC22A4	Cimetidine	1500		tetraethylammonium	HRPE-rOCTN1	10825452		
SLC22A4	Desipramine	80		tetraethylammonium	HRPE-rOCTN1	10825452		
SLC22A4	Procainamide	1000		tetraethylammonium	HRPE-rOCTN1	10825452		
SLC22A4	Flecainide	176		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Propafenone	67.5		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Spironolactone	125		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Carvedilol	73.1		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Diltiazem	126.4		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Nifedipine	74.6		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	Verapamil	11		tetraethylammonium	MDCKII-hOCTN1	21641380		
SLC22A4	gamma-butyrobetaine		630	tetraethylammonium	hOCTN1-reconstituted proteoliposomes	21726197		
SLC22A4	Acetylcholine		440	tetraethylammonium	hOCTN1-reconstituted proteoliposomes	21726197		
SLC22A4	Linagliptin	>100		not stated	HEK293-hOCTN1		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201280Orig1s000ClinPharmR.pdf	
SLC22A4	Carnitine		24.08	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Choline		230.5	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Tetraethylammonium		439	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Verapamil		8.38	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Cimetidine		434.8	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Lidocaine		0.83	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Quinidine		68.38	tetraethylammonium	HEK293-hOCTN1	15107849		
SLC22A4	Doxorubicin	0.00931		tetraethylammonium	KB-3-3-hOCTN1	18790787		
SLC22A4	Mitoxantrone	0.00275		tetraethylammonium	KB-3-3-hOCTN1	18790787		
SLC22A4	Imatinib	31		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-hOCTN1	23284953		
SLC22A4	Dipyridamole	0.0077		cytarabine	HEK293-hOCTN1	28209616		
SLC22A4	Cobicistat	2.49		tetraethylammonium	S2-hOCTN1		https://www.pmda.go.jp/drugs/2016/P20161125002/800155000_22800AMX00714_I100_1.pdf	
SLC22A4	Verapamil	12		ethambutol	HEK293-hOCTN1	30012768		
SLC22A5	Cefepime	1000		L-carnitine	JAR-hOCTN2	10636865		
SLC22A5	Cephaloridine	180		L-carnitine	JAR-hOCTN2	10636865		
SLC22A5	Grepafloxacin		300	L-carnitine	BeWo cells expressing OCTN2	17977676		
SLC22A5	Levofloxacin		3000	L-carnitine	BeWo cells expressing OCTN2	17977676		
SLC22A5	Levofloxacin	6800		L-carnitine	Caco-2 cells expressing OCTN2	16928358		
SLC22A5	Grepafloxacin	1000		L-carnitine	Caco-2 cells expressing OCTN2	16928358		
SLC22A5	Verapamil	50.9		L-carnitine	MDCKII-hOCTN2	21641380		
SLC22A5	Spironolactone	36		L-carnitine	MDCKII-hOCTN2	21641380		
SLC22A5	Nifedipine	59.4		L-carnitine	MDCKII-hOCTN2	21641380		
SLC22A5	Progesterone		48.6	L-carnitine	BeWo cells expressing OCTN2	17977516		
SLC22A5	Cediranib	2.49		L-carnitine	HEK293-hOCTN2	25165131		
SLC22A5	Omeprazole		5.2	L-carnitine	hOCTN2-reconstituted proteoliposomes	19041296		
SLC22A5	Thioridazine	1.06		L-carnitine	MDCKII-hOCTN2	31437515		
SLC22A5	Mildronate		26.1	L-carnitine	MDCKII-hOCTN2	16490820		
SLC22A5	Pyrilamine	41.7		L-carnitine	HEK293-hOCTN2	17965255		
SLC22A5	Verapamil	58.8		L-carnitine	HEK293-hOCTN2	17965255		
SLC22A5	Quinidine	239		L-carnitine	HEK293-hOCTN2	17965255		
SLC22A5	Tetraethylammonium	132		L-carnitine	HEK293-hOCTN2	17965255		
SLC22A5	Atenolol		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Atropine		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Lomefloxacin		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Acyclovir		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Pramipexole		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Guanosine		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Hydrochlorothiazide		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Sulfanilamide		3000	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Roxithromycin		333	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Reserpine		32.2	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Cisapride		66.7	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Penfluridol		26.5	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Vincristine		15.9	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Propafenone		74.2	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Cetirizine		79.8	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Nizatidine		183	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Daunorubicin		502	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Cephaloridine		379	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Vinorelbine		26.8	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Irinotecan		219	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Risperidone		114	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Erythromycin		2870	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Ritonavir		7.73	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Ezetimibe		29.3	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Simvastatin		12.4	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Furosemide		1350	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Procainamide		1400	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Metformin		2050	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Zidovudine		2140	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Lamivudine		2590	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Ketorolac		1530	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Gabapentin		1700	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Levofloxacin		1890	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Succinylcholine		2700	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Procarbazine		2520	L-carnitine	MDCKII-hOCTN2	20831193		
SLC22A5	Verapamil		5.3	L-carnitine	L6-hOCTN2	18408886		
SLC22A5	Cefazolin		6740	L-carnitine	L6-hOCTN2	18408886		
SLC22A5	Cefuroxime		525	L-carnitine	L6-hOCTN2	18408886		
SLC22A5	Cephalexin		3037	L-carnitine	L6-hOCTN2	18408886		
SLC22A5	L-carnitine	3.7		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Acetyl-DL-carnitine	15.7		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	D-carnitine	16.5		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Tetraethylammonium	1200		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	1-methyl-4-phenylpyridinium (MPP+)	1700		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Sodium valproate	2600		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Methamphetamine	2300		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Ephedrine	2700		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Chloroephedrine	4800		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Amphetamine	6000		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Norephedrine	7100		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	psi - ephedrine	4200		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	nor-psi-ephedrine	9200		L-carnitine	BeWo cells expressing OCTN2	15316089		
SLC22A5	Vinblastine		4.85	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Carvedilol		10.7	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Raloxifene		13.8	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Bromocriptine		16.6	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Verapamil		17.6	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Propantheline		20.4	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Thioridazine		23	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Clozapine		47.3	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Prochlorperazine		51.3	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Desloratadine		53.3	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Trifluoperazine		67.3	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Amlodipine		96	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Duloxetine		118	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Cerivastatin		425	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Amiodarone		5.72	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Nelfinavir		29.2	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Thioridazine		23	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Rifampin		1150	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Succinylcholine		2700	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Gefitinib		29	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Tamoxifen		20	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Levofloxacin		1900	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Lomefloxacin		4000	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Lamivudine		2590	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Ketorolac		1530	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Acyclovir		5130	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Procarbazine		2520	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Erythromycin		2870	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Hydrochlorothiazide		4110	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Atenolol		8000	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Selegiline		1230	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Atropine		4000	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Zidovudine		2140	L-carnitine	MDCKII-hOCTN2	19437106		
SLC22A5	Etoposide	55		L-carnitine	LLC-PK1-hOCTN2	22389472		
SLC22A5	Verapamil	21.4		ethambutol	HEK293-hOCTN2	30012768		
SLC22A5	Tetraethylammonium		80	L-carnitine	HRPE-hOCTN2	10454528		
SLC22A5	L-carnitine		11.8	L-carnitine	HRPE-hOCTN2	10454528		
SLC22A2	Fampridine	66.8		Metformin	HEK293-OCT2	29915999		
SLC22A2	Pazopanib	3.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	27178732		
SLC22A2	Vandetanib	73.4		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	24026623		
SLC22A2	Vandetanib	8.8		Metformin	HEK293-OCT2	24026623		
SLC22A2	Pyrimethamine 	23.6		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	24026623		
SLC22A2	Pyrimethamine 	4.8		Metformin	HEK293-OCT2	24026623		
SLC22A2	Amitriptyline	0.51		Metformin	HEK293-OCT2	26327616		
SLC22A2	Doxepin	0.25		Metformin	HEK293-OCT2	26327616		
SLC22A2	Lansoprazole	3.28		Metformin	HEK293-OCT2	26327616		
SLC22A2	Pantoprazole	0.56		Metformin	HEK293-OCT2	26327616		
SLC22A2	Sitagliptin	7.41		Metformin	HEK293-OCT2	26327616		
SLC22A2	Spironolactone	1.29		Metformin	HEK293-OCT2	26327616		
SLC22A2	Trimipramine	0.44		Metformin	HEK293-OCT2	26327616		
SLC22A2	Trospium chloride	0.07		Metformin	HEK293-OCT2	26327616		
SLC22A2	Zolpidem	0.15		Metformin	HEK293-OCT2	26327616		
SLC22A2	Omeprazole	6.7		Metformin	HEK293-OCT2	21779389		
SLC22A2	Pantoprazole	2.8		Metformin	HEK293-OCT2	21779389		
SLC22A2	Lansoprazole	9.5		Metformin	HEK293-OCT2	21779389		
SLC22A2	Rabeprazole	5.7		Metformin	HEK293-OCT2	21779389		
SLC22A2	Tenatoprazole	20.3		Metformin	HEK293-OCT2	21779389		
SLC22A2	Imatinib	6.7		Creatinine	HEK293-OCT2	19540211		
SLC22A2	Dolutegravir	1.9		Metformin	MDCKII_OCT2	23132334		
SLC22A2	Anisodine	139.6		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	31514980		
SLC22A2	Monocrotaline	1852.6		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	31514980		
SLC22A2	Doravirine	67		Metformin	CHO-K1-OCT2	30745395		
SLC22A2	Efavirenz	5.66		Metformin	MDCK-OCT2	30114293		
